
 MATERIAL 1 ABSORPTION SPECTRA IS NOT SPECIFIED
 MATERIAL 2 ABSORPTION SPECTRA IS NOT SPECIFIED
 MATERIAL 3 ABSORPTION SPECTRA IS NOT SPECIFIED
 MATERIAL 5 ABSORPTION SPECTRA IS NOT SPECIFIED
 MATERIAL 6 ABSORPTION SPECTRA IS NOT SPECIFIED
 MATERIAL 8 ABSORPTION SPECTRA IS NOT SPECIFIED
 MATERIAL 9 ABSORPTION SPECTRA IS NOT SPECIFIED
 MATERIAL 10 ABSORPTION SPECTRA IS NOT SPECIFIED
 MATERIAL 11 ABSORPTION SPECTRA IS NOT SPECIFIED
 MATERIAL 12 ABSORPTION SPECTRA IS NOT SPECIFIED
 MATERIAL 13 ABSORPTION SPECTRA IS NOT SPECIFIED
 MAXIMUM PHOTO CURRENT   =    69.0018856416075       mA/CM^2
 INCIDENT LIGHT POWER    =    100.037063030195       mW/CM^2
 ABSORBED LIGHT POWER  =    43.9880988560557       mW/CM^2
 INPUT PHOTO CURRENT   =    19.0607642171741       mA/CM^2
     TSRS (MA)      TGTE (MA)      TDRN (MA)      T4EL (MA)      T5EL (MA) 
  -2.527246E+02   0.000000E+00   2.527246E+02   0.000000E+00   0.000000E+00
  -2.525234E+02   0.000000E+00   2.525234E+02   0.000000E+00   0.000000E+00
  -2.523227E+02   0.000000E+00   2.523227E+02   0.000000E+00   0.000000E+00
  -2.521225E+02   0.000000E+00   2.521225E+02   0.000000E+00   0.000000E+00
  -2.519229E+02   0.000000E+00   2.519229E+02   0.000000E+00   0.000000E+00
  -2.517237E+02   0.000000E+00   2.517237E+02   0.000000E+00   0.000000E+00
  -2.515251E+02   0.000000E+00   2.515251E+02   0.000000E+00   0.000000E+00
  -2.513269E+02   0.000000E+00   2.513269E+02   0.000000E+00   0.000000E+00
  -2.511293E+02   0.000000E+00   2.511293E+02   0.000000E+00   0.000000E+00
  -2.509321E+02   0.000000E+00   2.509321E+02   0.000000E+00   0.000000E+00
  -2.507355E+02   0.000000E+00   2.507355E+02   0.000000E+00   0.000000E+00
  -2.505394E+02   0.000000E+00   2.505394E+02   0.000000E+00   0.000000E+00
  -2.503438E+02   0.000000E+00   2.503438E+02   0.000000E+00   0.000000E+00
  -2.501486E+02   0.000000E+00   2.501486E+02   0.000000E+00   0.000000E+00
  -2.499540E+02   0.000000E+00   2.499540E+02   0.000000E+00   0.000000E+00
  -2.497599E+02   0.000000E+00   2.497599E+02   0.000000E+00   0.000000E+00
  -2.495662E+02   0.000000E+00   2.495662E+02   0.000000E+00   0.000000E+00
  -2.493731E+02   0.000000E+00   2.493731E+02   0.000000E+00   0.000000E+00
  -2.491804E+02   0.000000E+00   2.491804E+02   0.000000E+00   0.000000E+00
  -2.489883E+02   0.000000E+00   2.489883E+02   0.000000E+00   0.000000E+00
  -2.487966E+02   0.000000E+00   2.487966E+02   0.000000E+00   0.000000E+00
  -2.486054E+02   0.000000E+00   2.486054E+02   0.000000E+00   0.000000E+00
  -2.484147E+02   0.000000E+00   2.484147E+02   0.000000E+00   0.000000E+00
  -2.482245E+02   0.000000E+00   2.482245E+02   0.000000E+00   0.000000E+00
  -2.480348E+02   0.000000E+00   2.480348E+02   0.000000E+00   0.000000E+00
  -2.478456E+02   0.000000E+00   2.478456E+02   0.000000E+00   0.000000E+00
  -2.476568E+02   0.000000E+00   2.476568E+02   0.000000E+00   0.000000E+00
  -2.474685E+02   0.000000E+00   2.474685E+02   0.000000E+00   0.000000E+00
  -2.472807E+02   0.000000E+00   2.472807E+02   0.000000E+00   0.000000E+00
  -2.470934E+02   0.000000E+00   2.470934E+02   0.000000E+00   0.000000E+00
  -2.469066E+02   0.000000E+00   2.469066E+02   0.000000E+00   0.000000E+00
  -2.467202E+02   0.000000E+00   2.467202E+02   0.000000E+00   0.000000E+00
  -2.465344E+02   0.000000E+00   2.465344E+02   0.000000E+00   0.000000E+00
  -2.463490E+02   0.000000E+00   2.463490E+02   0.000000E+00   0.000000E+00
  -2.461640E+02   0.000000E+00   2.461640E+02   0.000000E+00   0.000000E+00
  -2.459796E+02   0.000000E+00   2.459796E+02   0.000000E+00   0.000000E+00
  -2.457956E+02   0.000000E+00   2.457956E+02   0.000000E+00   0.000000E+00
  -2.456121E+02   0.000000E+00   2.456121E+02   0.000000E+00   0.000000E+00
  -2.454291E+02   0.000000E+00   2.454291E+02   0.000000E+00   0.000000E+00
  -2.452465E+02   0.000000E+00   2.452465E+02   0.000000E+00   0.000000E+00
  -2.450644E+02   0.000000E+00   2.450644E+02   0.000000E+00   0.000000E+00
  -2.448828E+02   0.000000E+00   2.448828E+02   0.000000E+00   0.000000E+00
  -2.447016E+02   0.000000E+00   2.447016E+02   0.000000E+00   0.000000E+00
  -2.445209E+02   0.000000E+00   2.445209E+02   0.000000E+00   0.000000E+00
  -2.443407E+02   0.000000E+00   2.443407E+02   0.000000E+00   0.000000E+00
  -2.441609E+02   0.000000E+00   2.441609E+02   0.000000E+00   0.000000E+00
  -2.439816E+02   0.000000E+00   2.439816E+02   0.000000E+00   0.000000E+00
  -2.438028E+02   0.000000E+00   2.438028E+02   0.000000E+00   0.000000E+00
  -2.436244E+02   0.000000E+00   2.436244E+02   0.000000E+00   0.000000E+00
  -2.434465E+02   0.000000E+00   2.434465E+02   0.000000E+00   0.000000E+00
  -2.432690E+02   0.000000E+00   2.432690E+02   0.000000E+00   0.000000E+00
  -2.430920E+02   0.000000E+00   2.430920E+02   0.000000E+00   0.000000E+00
  -2.429155E+02   0.000000E+00   2.429155E+02   0.000000E+00   0.000000E+00
  -2.427394E+02   0.000000E+00   2.427394E+02   0.000000E+00   0.000000E+00
  -2.425638E+02   0.000000E+00   2.425638E+02   0.000000E+00   0.000000E+00
  -2.423886E+02   0.000000E+00   2.423886E+02   0.000000E+00   0.000000E+00
  -2.422139E+02   0.000000E+00   2.422139E+02   0.000000E+00   0.000000E+00
  -2.420396E+02   0.000000E+00   2.420396E+02   0.000000E+00   0.000000E+00
  -2.418658E+02   0.000000E+00   2.418658E+02   0.000000E+00   0.000000E+00
  -2.416925E+02   0.000000E+00   2.416925E+02   0.000000E+00   0.000000E+00
  -2.415196E+02   0.000000E+00   2.415196E+02   0.000000E+00   0.000000E+00
  -2.413471E+02   0.000000E+00   2.413471E+02   0.000000E+00   0.000000E+00
  -2.411751E+02   0.000000E+00   2.411751E+02   0.000000E+00   0.000000E+00
  -2.410035E+02   0.000000E+00   2.410035E+02   0.000000E+00   0.000000E+00
  -2.408324E+02   0.000000E+00   2.408324E+02   0.000000E+00   0.000000E+00
  -2.406618E+02   0.000000E+00   2.406618E+02   0.000000E+00   0.000000E+00
  -2.404916E+02   0.000000E+00   2.404916E+02   0.000000E+00   0.000000E+00
  -2.403218E+02   0.000000E+00   2.403218E+02   0.000000E+00   0.000000E+00
  -2.401525E+02   0.000000E+00   2.401525E+02   0.000000E+00   0.000000E+00
  -2.399836E+02   0.000000E+00   2.399836E+02   0.000000E+00   0.000000E+00
  -2.398151E+02   0.000000E+00   2.398151E+02   0.000000E+00   0.000000E+00
  -2.396471E+02   0.000000E+00   2.396471E+02   0.000000E+00   0.000000E+00
  -2.394796E+02   0.000000E+00   2.394796E+02   0.000000E+00   0.000000E+00
  -2.393125E+02   0.000000E+00   2.393125E+02   0.000000E+00   0.000000E+00
  -2.391458E+02   0.000000E+00   2.391458E+02   0.000000E+00   0.000000E+00
  -2.389796E+02   0.000000E+00   2.389796E+02   0.000000E+00   0.000000E+00
  -2.388138E+02   0.000000E+00   2.388138E+02   0.000000E+00   0.000000E+00
  -2.386484E+02   0.000000E+00   2.386484E+02   0.000000E+00   0.000000E+00
  -2.384835E+02   0.000000E+00   2.384835E+02   0.000000E+00   0.000000E+00
  -2.383190E+02   0.000000E+00   2.383190E+02   0.000000E+00   0.000000E+00
  -2.381549E+02   0.000000E+00   2.381549E+02   0.000000E+00   0.000000E+00
  -2.379913E+02   0.000000E+00   2.379913E+02   0.000000E+00   0.000000E+00
  -2.378281E+02   0.000000E+00   2.378281E+02   0.000000E+00   0.000000E+00
  -2.376654E+02   0.000000E+00   2.376654E+02   0.000000E+00   0.000000E+00
  -2.375030E+02   0.000000E+00   2.375030E+02   0.000000E+00   0.000000E+00
  -2.373411E+02   0.000000E+00   2.373411E+02   0.000000E+00   0.000000E+00
  -2.371797E+02   0.000000E+00   2.371797E+02   0.000000E+00   0.000000E+00
  -2.370186E+02   0.000000E+00   2.370186E+02   0.000000E+00   0.000000E+00
  -2.368580E+02   0.000000E+00   2.368580E+02   0.000000E+00   0.000000E+00
  -2.366978E+02   0.000000E+00   2.366978E+02   0.000000E+00   0.000000E+00
  -2.365381E+02   0.000000E+00   2.365381E+02   0.000000E+00   0.000000E+00
  -2.363788E+02   0.000000E+00   2.363788E+02   0.000000E+00   0.000000E+00
  -2.362199E+02   0.000000E+00   2.362199E+02   0.000000E+00   0.000000E+00
  -2.360614E+02   0.000000E+00   2.360614E+02   0.000000E+00   0.000000E+00
  -2.359033E+02   0.000000E+00   2.359033E+02   0.000000E+00   0.000000E+00
  -2.357457E+02   0.000000E+00   2.357457E+02   0.000000E+00   0.000000E+00
  -2.355885E+02   0.000000E+00   2.355885E+02   0.000000E+00   0.000000E+00
  -2.354317E+02   0.000000E+00   2.354317E+02   0.000000E+00   0.000000E+00
  -2.352753E+02   0.000000E+00   2.352753E+02   0.000000E+00   0.000000E+00
  -2.351193E+02   0.000000E+00   2.351193E+02   0.000000E+00   0.000000E+00
  -2.349638E+02   0.000000E+00   2.349638E+02   0.000000E+00   0.000000E+00
  -2.348087E+02   0.000000E+00   2.348087E+02   0.000000E+00   0.000000E+00
  -2.346540E+02   0.000000E+00   2.346540E+02   0.000000E+00   0.000000E+00
  -2.344997E+02   0.000000E+00   2.344997E+02   0.000000E+00   0.000000E+00
  -2.343458E+02   0.000000E+00   2.343458E+02   0.000000E+00   0.000000E+00
  -2.341924E+02   0.000000E+00   2.341924E+02   0.000000E+00   0.000000E+00
  -2.340393E+02   0.000000E+00   2.340393E+02   0.000000E+00   0.000000E+00
  -2.338867E+02   0.000000E+00   2.338867E+02   0.000000E+00   0.000000E+00
  -2.337345E+02   0.000000E+00   2.337345E+02   0.000000E+00   0.000000E+00
  -2.335827E+02   0.000000E+00   2.335827E+02   0.000000E+00   0.000000E+00
  -2.334313E+02   0.000000E+00   2.334313E+02   0.000000E+00   0.000000E+00
  -2.332803E+02   0.000000E+00   2.332803E+02   0.000000E+00   0.000000E+00
  -2.331297E+02   0.000000E+00   2.331297E+02   0.000000E+00   0.000000E+00
  -2.329795E+02   0.000000E+00   2.329795E+02   0.000000E+00   0.000000E+00
  -2.328298E+02   0.000000E+00   2.328298E+02   0.000000E+00   0.000000E+00
  -2.326804E+02   0.000000E+00   2.326804E+02   0.000000E+00   0.000000E+00
  -2.325314E+02   0.000000E+00   2.325314E+02   0.000000E+00   0.000000E+00
  -2.323829E+02   0.000000E+00   2.323829E+02   0.000000E+00   0.000000E+00
  -2.322347E+02   0.000000E+00   2.322347E+02   0.000000E+00   0.000000E+00
  -2.320870E+02   0.000000E+00   2.320870E+02   0.000000E+00   0.000000E+00
  -2.319397E+02   0.000000E+00   2.319397E+02   0.000000E+00   0.000000E+00
  -2.317927E+02   0.000000E+00   2.317927E+02   0.000000E+00   0.000000E+00
  -2.316462E+02   0.000000E+00   2.316462E+02   0.000000E+00   0.000000E+00
  -2.315000E+02   0.000000E+00   2.315000E+02   0.000000E+00   0.000000E+00
  -2.313543E+02   0.000000E+00   2.313543E+02   0.000000E+00   0.000000E+00
  -2.312089E+02   0.000000E+00   2.312089E+02   0.000000E+00   0.000000E+00
  -2.310640E+02   0.000000E+00   2.310640E+02   0.000000E+00   0.000000E+00
  -2.309194E+02   0.000000E+00   2.309194E+02   0.000000E+00   0.000000E+00
  -2.307753E+02   0.000000E+00   2.307753E+02   0.000000E+00   0.000000E+00
  -2.306315E+02   0.000000E+00   2.306315E+02   0.000000E+00   0.000000E+00
  -2.304881E+02   0.000000E+00   2.304881E+02   0.000000E+00   0.000000E+00
  -2.303451E+02   0.000000E+00   2.303451E+02   0.000000E+00   0.000000E+00
  -2.302026E+02   0.000000E+00   2.302026E+02   0.000000E+00   0.000000E+00
  -2.300604E+02   0.000000E+00   2.300604E+02   0.000000E+00   0.000000E+00
  -2.299186E+02   0.000000E+00   2.299186E+02   0.000000E+00   0.000000E+00
  -2.297771E+02   0.000000E+00   2.297771E+02   0.000000E+00   0.000000E+00
  -2.296361E+02   0.000000E+00   2.296361E+02   0.000000E+00   0.000000E+00
  -2.294955E+02   0.000000E+00   2.294955E+02   0.000000E+00   0.000000E+00
  -2.293552E+02   0.000000E+00   2.293552E+02   0.000000E+00   0.000000E+00
  -2.292153E+02   0.000000E+00   2.292153E+02   0.000000E+00   0.000000E+00
  -2.290759E+02   0.000000E+00   2.290759E+02   0.000000E+00   0.000000E+00
  -2.289368E+02   0.000000E+00   2.289368E+02   0.000000E+00   0.000000E+00
  -2.287980E+02   0.000000E+00   2.287980E+02   0.000000E+00   0.000000E+00
  -2.286597E+02   0.000000E+00   2.286597E+02   0.000000E+00   0.000000E+00
  -2.285218E+02   0.000000E+00   2.285218E+02   0.000000E+00   0.000000E+00
  -2.283842E+02   0.000000E+00   2.283842E+02   0.000000E+00   0.000000E+00
  -2.282470E+02   0.000000E+00   2.282470E+02   0.000000E+00   0.000000E+00
  -2.281102E+02   0.000000E+00   2.281102E+02   0.000000E+00   0.000000E+00
  -2.279738E+02   0.000000E+00   2.279738E+02   0.000000E+00   0.000000E+00
  -2.278377E+02   0.000000E+00   2.278377E+02   0.000000E+00   0.000000E+00
  -2.277020E+02   0.000000E+00   2.277020E+02   0.000000E+00   0.000000E+00
  -2.275667E+02   0.000000E+00   2.275667E+02   0.000000E+00   0.000000E+00
  -2.274318E+02   0.000000E+00   2.274318E+02   0.000000E+00   0.000000E+00
  -2.272972E+02   0.000000E+00   2.272972E+02   0.000000E+00   0.000000E+00
  -2.271631E+02   0.000000E+00   2.271631E+02   0.000000E+00   0.000000E+00
  -2.270293E+02   0.000000E+00   2.270293E+02   0.000000E+00   0.000000E+00
  -2.268958E+02   0.000000E+00   2.268958E+02   0.000000E+00   0.000000E+00
  -2.267628E+02   0.000000E+00   2.267628E+02   0.000000E+00   0.000000E+00
  -2.266301E+02   0.000000E+00   2.266301E+02   0.000000E+00   0.000000E+00
  -2.264977E+02   0.000000E+00   2.264977E+02   0.000000E+00   0.000000E+00
  -2.263658E+02   0.000000E+00   2.263658E+02   0.000000E+00   0.000000E+00
  -2.262342E+02   0.000000E+00   2.262342E+02   0.000000E+00   0.000000E+00
  -2.261030E+02   0.000000E+00   2.261030E+02   0.000000E+00   0.000000E+00
  -2.259721E+02   0.000000E+00   2.259721E+02   0.000000E+00   0.000000E+00
  -2.258416E+02   0.000000E+00   2.258416E+02   0.000000E+00   0.000000E+00
  -2.257115E+02   0.000000E+00   2.257115E+02   0.000000E+00   0.000000E+00
  -2.255817E+02   0.000000E+00   2.255817E+02   0.000000E+00   0.000000E+00
  -2.254523E+02   0.000000E+00   2.254523E+02   0.000000E+00   0.000000E+00
  -2.253233E+02   0.000000E+00   2.253233E+02   0.000000E+00   0.000000E+00
  -2.251946E+02   0.000000E+00   2.251946E+02   0.000000E+00   0.000000E+00
  -2.250663E+02   0.000000E+00   2.250663E+02   0.000000E+00   0.000000E+00
  -2.249384E+02   0.000000E+00   2.249384E+02   0.000000E+00   0.000000E+00
  -2.248108E+02   0.000000E+00   2.248108E+02   0.000000E+00   0.000000E+00
  -2.246835E+02   0.000000E+00   2.246835E+02   0.000000E+00   0.000000E+00
  -2.245566E+02   0.000000E+00   2.245566E+02   0.000000E+00   0.000000E+00
  -2.244301E+02   0.000000E+00   2.244301E+02   0.000000E+00   0.000000E+00
  -2.243039E+02   0.000000E+00   2.243039E+02   0.000000E+00   0.000000E+00
  -2.241781E+02   0.000000E+00   2.241781E+02   0.000000E+00   0.000000E+00
  -2.240526E+02   0.000000E+00   2.240526E+02   0.000000E+00   0.000000E+00
  -2.239275E+02   0.000000E+00   2.239275E+02   0.000000E+00   0.000000E+00
  -2.238028E+02   0.000000E+00   2.238028E+02   0.000000E+00   0.000000E+00
  -2.236784E+02   0.000000E+00   2.236784E+02   0.000000E+00   0.000000E+00
  -2.235543E+02   0.000000E+00   2.235543E+02   0.000000E+00   0.000000E+00
  -2.234306E+02   0.000000E+00   2.234306E+02   0.000000E+00   0.000000E+00
  -2.233072E+02   0.000000E+00   2.233072E+02   0.000000E+00   0.000000E+00
  -2.231842E+02   0.000000E+00   2.231842E+02   0.000000E+00   0.000000E+00
  -2.230615E+02   0.000000E+00   2.230615E+02   0.000000E+00   0.000000E+00
  -2.229392E+02   0.000000E+00   2.229392E+02   0.000000E+00   0.000000E+00
  -2.228172E+02   0.000000E+00   2.228172E+02   0.000000E+00   0.000000E+00
  -2.226956E+02   0.000000E+00   2.226956E+02   0.000000E+00   0.000000E+00
  -2.225743E+02   0.000000E+00   2.225743E+02   0.000000E+00   0.000000E+00
  -2.224534E+02   0.000000E+00   2.224534E+02   0.000000E+00   0.000000E+00
  -2.223328E+02   0.000000E+00   2.223328E+02   0.000000E+00   0.000000E+00
  -2.222125E+02   0.000000E+00   2.222125E+02   0.000000E+00   0.000000E+00
  -2.220926E+02   0.000000E+00   2.220926E+02   0.000000E+00   0.000000E+00
  -2.219730E+02   0.000000E+00   2.219730E+02   0.000000E+00   0.000000E+00
  -2.218538E+02   0.000000E+00   2.218538E+02   0.000000E+00   0.000000E+00
  -2.217349E+02   0.000000E+00   2.217349E+02   0.000000E+00   0.000000E+00
  -2.216163E+02   0.000000E+00   2.216163E+02   0.000000E+00   0.000000E+00
  -2.214981E+02   0.000000E+00   2.214981E+02   0.000000E+00   0.000000E+00
  -2.213802E+02   0.000000E+00   2.213802E+02   0.000000E+00   0.000000E+00
  -2.212626E+02   0.000000E+00   2.212626E+02   0.000000E+00   0.000000E+00
  -2.211454E+02   0.000000E+00   2.211454E+02   0.000000E+00   0.000000E+00
  -2.210285E+02   0.000000E+00   2.210285E+02   0.000000E+00   0.000000E+00
  -2.209119E+02   0.000000E+00   2.209119E+02   0.000000E+00   0.000000E+00
  -2.207957E+02   0.000000E+00   2.207957E+02   0.000000E+00   0.000000E+00
  -2.206798E+02   0.000000E+00   2.206798E+02   0.000000E+00   0.000000E+00
  -2.205642E+02   0.000000E+00   2.205642E+02   0.000000E+00   0.000000E+00
  -2.204490E+02   0.000000E+00   2.204490E+02   0.000000E+00   0.000000E+00
  -2.203340E+02   0.000000E+00   2.203340E+02   0.000000E+00   0.000000E+00
  -2.202195E+02   0.000000E+00   2.202195E+02   0.000000E+00   0.000000E+00
  -2.201052E+02   0.000000E+00   2.201052E+02   0.000000E+00   0.000000E+00
  -2.199913E+02   0.000000E+00   2.199913E+02   0.000000E+00   0.000000E+00
  -2.198776E+02   0.000000E+00   2.198776E+02   0.000000E+00   0.000000E+00
  -2.197644E+02   0.000000E+00   2.197644E+02   0.000000E+00   0.000000E+00
  -2.196514E+02   0.000000E+00   2.196514E+02   0.000000E+00   0.000000E+00
  -2.195388E+02   0.000000E+00   2.195388E+02   0.000000E+00   0.000000E+00
  -2.194264E+02   0.000000E+00   2.194264E+02   0.000000E+00   0.000000E+00
  -2.193144E+02   0.000000E+00   2.193144E+02   0.000000E+00   0.000000E+00
  -2.192028E+02   0.000000E+00   2.192028E+02   0.000000E+00   0.000000E+00
  -2.190914E+02   0.000000E+00   2.190914E+02   0.000000E+00   0.000000E+00
  -2.189804E+02   0.000000E+00   2.189804E+02   0.000000E+00   0.000000E+00
  -2.188696E+02   0.000000E+00   2.188696E+02   0.000000E+00   0.000000E+00
  -2.187592E+02   0.000000E+00   2.187592E+02   0.000000E+00   0.000000E+00
  -2.186491E+02   0.000000E+00   2.186491E+02   0.000000E+00   0.000000E+00
  -2.185394E+02   0.000000E+00   2.185394E+02   0.000000E+00   0.000000E+00
  -2.184299E+02   0.000000E+00   2.184299E+02   0.000000E+00   0.000000E+00
  -2.183207E+02   0.000000E+00   2.183207E+02   0.000000E+00   0.000000E+00
  -2.182119E+02   0.000000E+00   2.182119E+02   0.000000E+00   0.000000E+00
  -2.181034E+02   0.000000E+00   2.181034E+02   0.000000E+00   0.000000E+00
  -2.179952E+02   0.000000E+00   2.179952E+02   0.000000E+00   0.000000E+00
  -2.178873E+02   0.000000E+00   2.178873E+02   0.000000E+00   0.000000E+00
  -2.177797E+02   0.000000E+00   2.177797E+02   0.000000E+00   0.000000E+00
  -2.176724E+02   0.000000E+00   2.176724E+02   0.000000E+00   0.000000E+00
  -2.175654E+02   0.000000E+00   2.175654E+02   0.000000E+00   0.000000E+00
  -2.174588E+02   0.000000E+00   2.174588E+02   0.000000E+00   0.000000E+00
  -2.173524E+02   0.000000E+00   2.173524E+02   0.000000E+00   0.000000E+00
  -2.172463E+02   0.000000E+00   2.172463E+02   0.000000E+00   0.000000E+00
  -2.171406E+02   0.000000E+00   2.171406E+02   0.000000E+00   0.000000E+00
  -2.170351E+02   0.000000E+00   2.170351E+02   0.000000E+00   0.000000E+00
  -2.169300E+02   0.000000E+00   2.169300E+02   0.000000E+00   0.000000E+00
  -2.168252E+02   0.000000E+00   2.168252E+02   0.000000E+00   0.000000E+00
  -2.167206E+02   0.000000E+00   2.167206E+02   0.000000E+00   0.000000E+00
  -2.166164E+02   0.000000E+00   2.166164E+02   0.000000E+00   0.000000E+00
  -2.165124E+02   0.000000E+00   2.165124E+02   0.000000E+00   0.000000E+00
  -2.164088E+02   0.000000E+00   2.164088E+02   0.000000E+00   0.000000E+00
  -2.163055E+02   0.000000E+00   2.163055E+02   0.000000E+00   0.000000E+00
  -2.162024E+02   0.000000E+00   2.162024E+02   0.000000E+00   0.000000E+00
  -2.160997E+02   0.000000E+00   2.160997E+02   0.000000E+00   0.000000E+00
  -2.159972E+02   0.000000E+00   2.159972E+02   0.000000E+00   0.000000E+00
  -2.158951E+02   0.000000E+00   2.158951E+02   0.000000E+00   0.000000E+00
  -2.157932E+02   0.000000E+00   2.157932E+02   0.000000E+00   0.000000E+00
  -2.156917E+02   0.000000E+00   2.156917E+02   0.000000E+00   0.000000E+00
  -2.155904E+02   0.000000E+00   2.155904E+02   0.000000E+00   0.000000E+00
  -2.154894E+02   0.000000E+00   2.154894E+02   0.000000E+00   0.000000E+00
  -2.153887E+02   0.000000E+00   2.153887E+02   0.000000E+00   0.000000E+00
  -2.152883E+02   0.000000E+00   2.152883E+02   0.000000E+00   0.000000E+00
  -2.151882E+02   0.000000E+00   2.151882E+02   0.000000E+00   0.000000E+00
  -2.150884E+02   0.000000E+00   2.150884E+02   0.000000E+00   0.000000E+00
  -2.149889E+02   0.000000E+00   2.149889E+02   0.000000E+00   0.000000E+00
  -2.148897E+02   0.000000E+00   2.148897E+02   0.000000E+00   0.000000E+00
  -2.147907E+02   0.000000E+00   2.147907E+02   0.000000E+00   0.000000E+00
  -2.146921E+02   0.000000E+00   2.146921E+02   0.000000E+00   0.000000E+00
  -2.145937E+02   0.000000E+00   2.145937E+02   0.000000E+00   0.000000E+00
  -2.144956E+02   0.000000E+00   2.144956E+02   0.000000E+00   0.000000E+00
  -2.143978E+02   0.000000E+00   2.143978E+02   0.000000E+00   0.000000E+00
  -2.143003E+02   0.000000E+00   2.143003E+02   0.000000E+00   0.000000E+00
  -2.142030E+02   0.000000E+00   2.142030E+02   0.000000E+00   0.000000E+00
  -2.141060E+02   0.000000E+00   2.141060E+02   0.000000E+00   0.000000E+00
  -2.140094E+02   0.000000E+00   2.140094E+02   0.000000E+00   0.000000E+00
  -2.139130E+02   0.000000E+00   2.139130E+02   0.000000E+00   0.000000E+00
  -2.138169E+02   0.000000E+00   2.138169E+02   0.000000E+00   0.000000E+00
  -2.137210E+02   0.000000E+00   2.137210E+02   0.000000E+00   0.000000E+00
  -2.136255E+02   0.000000E+00   2.136255E+02   0.000000E+00   0.000000E+00
  -2.135302E+02   0.000000E+00   2.135302E+02   0.000000E+00   0.000000E+00
  -2.134352E+02   0.000000E+00   2.134352E+02   0.000000E+00   0.000000E+00
  -2.133404E+02   0.000000E+00   2.133404E+02   0.000000E+00   0.000000E+00
  -2.132460E+02   0.000000E+00   2.132460E+02   0.000000E+00   0.000000E+00
  -2.131518E+02   0.000000E+00   2.131518E+02   0.000000E+00   0.000000E+00
  -2.130579E+02   0.000000E+00   2.130579E+02   0.000000E+00   0.000000E+00
  -2.129643E+02   0.000000E+00   2.129643E+02   0.000000E+00   0.000000E+00
  -2.128709E+02   0.000000E+00   2.128709E+02   0.000000E+00   0.000000E+00
  -2.127778E+02   0.000000E+00   2.127778E+02   0.000000E+00   0.000000E+00
  -2.126850E+02   0.000000E+00   2.126850E+02   0.000000E+00   0.000000E+00
  -2.125924E+02   0.000000E+00   2.125924E+02   0.000000E+00   0.000000E+00
  -2.125002E+02   0.000000E+00   2.125002E+02   0.000000E+00   0.000000E+00
  -2.124082E+02   0.000000E+00   2.124082E+02   0.000000E+00   0.000000E+00
  -2.123164E+02   0.000000E+00   2.123164E+02   0.000000E+00   0.000000E+00
  -2.122249E+02   0.000000E+00   2.122249E+02   0.000000E+00   0.000000E+00
  -2.121337E+02   0.000000E+00   2.121337E+02   0.000000E+00   0.000000E+00
  -2.120428E+02   0.000000E+00   2.120428E+02   0.000000E+00   0.000000E+00
  -2.119521E+02   0.000000E+00   2.119521E+02   0.000000E+00   0.000000E+00
  -2.118617E+02   0.000000E+00   2.118617E+02   0.000000E+00   0.000000E+00
  -2.117715E+02   0.000000E+00   2.117715E+02   0.000000E+00   0.000000E+00
  -2.116817E+02   0.000000E+00   2.116817E+02   0.000000E+00   0.000000E+00
  -2.115920E+02   0.000000E+00   2.115920E+02   0.000000E+00   0.000000E+00
  -2.115027E+02   0.000000E+00   2.115027E+02   0.000000E+00   0.000000E+00
  -2.114136E+02   0.000000E+00   2.114136E+02   0.000000E+00   0.000000E+00
  -2.113247E+02   0.000000E+00   2.113247E+02   0.000000E+00   0.000000E+00
  -2.112362E+02   0.000000E+00   2.112362E+02   0.000000E+00   0.000000E+00
  -2.111478E+02   0.000000E+00   2.111478E+02   0.000000E+00   0.000000E+00
  -2.110598E+02   0.000000E+00   2.110598E+02   0.000000E+00   0.000000E+00
  -2.109720E+02   0.000000E+00   2.109720E+02   0.000000E+00   0.000000E+00
  -2.108844E+02   0.000000E+00   2.108844E+02   0.000000E+00   0.000000E+00
  -2.107971E+02   0.000000E+00   2.107971E+02   0.000000E+00   0.000000E+00
  -2.107101E+02   0.000000E+00   2.107101E+02   0.000000E+00   0.000000E+00
  -2.106233E+02   0.000000E+00   2.106233E+02   0.000000E+00   0.000000E+00
  -2.105368E+02   0.000000E+00   2.105368E+02   0.000000E+00   0.000000E+00
  -2.104505E+02   0.000000E+00   2.104505E+02   0.000000E+00   0.000000E+00
  -2.103645E+02   0.000000E+00   2.103645E+02   0.000000E+00   0.000000E+00
  -2.102787E+02   0.000000E+00   2.102787E+02   0.000000E+00   0.000000E+00
  -2.101932E+02   0.000000E+00   2.101932E+02   0.000000E+00   0.000000E+00
  -2.101079E+02   0.000000E+00   2.101079E+02   0.000000E+00   0.000000E+00
  -2.100229E+02   0.000000E+00   2.100229E+02   0.000000E+00   0.000000E+00
  -2.099381E+02   0.000000E+00   2.099381E+02   0.000000E+00   0.000000E+00
  -2.098536E+02   0.000000E+00   2.098536E+02   0.000000E+00   0.000000E+00
  -2.097693E+02   0.000000E+00   2.097693E+02   0.000000E+00   0.000000E+00
  -2.096853E+02   0.000000E+00   2.096853E+02   0.000000E+00   0.000000E+00
  -2.096015E+02   0.000000E+00   2.096015E+02   0.000000E+00   0.000000E+00
